Transaction Date;Purchase Order No.;Item Code;Description;Contact Name;Price;Qty;Disc Amount;Tax Amount;Amount;Sub Total;Grand Total;Location Name
09-Jan-26;PO-000005715;#6773ST;Setelan Koko Fattan Boys KOI;HONEYBEE;60000;10;0;0;600000;17940000;17940000;Pusat
09-Jan-26;PO-000005715;#6774ST;Setelan Koko Fattan Boys KOI;HONEYBEE;60000;10;0;0;600000;17940000;17940000;Pusat
09-Jan-26;PO-000005715;#6775ST;Setelan Koko Fattan Boys KOI;HONEYBEE;60000;10;0;0;600000;17940000;17940000;Pusat
06-Jan-26;PO-000005666;#4905TL;#Atasan Anak Raya Top KOI;THISKIDS;23450;17;0;0;398650;7035000;7035000;Pusat
06-Jan-26;PO-000005676;#6609D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6610D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6611D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6612D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6613D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6614D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6615D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6616D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6617D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6618D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6619D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6620D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6621D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6622D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6623D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6624D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6625D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6626D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6627D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6628D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6629D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6630D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6631D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6632D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6633D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6634D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6635D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6636D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6637D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005676;#6638D;Dress Anak Mini Carla Girls KOI;HONEYBEE;24500;10;0;0;245000;7350000;7350000;Pusat
06-Jan-26;PO-000005665;#4756D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4757D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4758D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4759D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4760D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4761D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4762D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4763D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4764D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4765D;#Dress Bluey Series Girl KOI;TeeKids;32500;14;0;0;455000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4766D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4767D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4768D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4769D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4770D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4771D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4772D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4773D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4774D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4775D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4776D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4777D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4778D;#Dress Bluey Series Girl KOI;TeeKids;32500;12;0;0;390000;9782500;9782500;Pusat
06-Jan-26;PO-000005665;#4779D;#Dress Bluey Series Girl KOI;TeeKids;32500;13;0;0;422500;9782500;9782500;Pusat
06-Jan-26;PO-000005662;#6641CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;9;0;0;337500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6642CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;9;0;0;337500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6643CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;9;0;0;337500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6647CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;11;0;0;412500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6648CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;11;0;0;412500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6649CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;11;0;0;412500;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6644CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;10;0;0;375000;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6645CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;10;0;0;375000;3375000;3375000;Pusat
06-Jan-26;PO-000005662;#6646CLAW;Celana Panjang Jinny Pants KOI;TeeKids;37500;10;0;0;375000;3375000;3375000;Pusat
06-Jan-26;PO-000005663;#6656CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6657CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6658CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6650CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6651CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;11;0;0;528000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6652CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6653CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6654CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;9;0;0;432000;4320000;4320000;Pusat
06-Jan-26;PO-000005663;#6655CLAW;Celana Panjang Jinny Pants KOI;TeeKids;48000;10;0;0;480000;4320000;4320000;Pusat
06-Jan-26;PO/Benka/2512/5123;125299KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125301KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125303KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125287KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125289KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125291KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125281KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;23;0;0;503700;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125283KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;23;0;0;503700;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125285KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;23;0;0;503700;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125293KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125295KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;37;0;0;810300;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;125297KLS;Kidsmate Longsleeve Cute Ribbon;benka;21900;42;0;0;919800;9734550;9734550;Pusat
06-Jan-26;PO/Benka/2512/5123;100125295KLS;REJECT Kidsmate Longsleeve Cute Ribbon;benka;10950;5;0;0;54750;9734550;9734550;Pusat
06-Jan-26;PO/Sub/261/5213/ripped jeans;117585;Celana Ripped Jeans Anak Kidsmate;Mulyo Siswanto;41900;4;0;0;167600;167600;167600;Pusat
06-Jan-26;PO/Sub/261/5213/denim rebel;125043CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;39900;9;0;0;359100;668400;668400;Pusat
06-Jan-26;PO/Sub/261/5213/denim rebel;125045CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;44900;4;0;0;179600;668400;668400;Pusat
06-Jan-26;PO/Sub/261/5213/denim rebel;125046CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;44900;2;0;0;89800;668400;668400;Pusat
06-Jan-26;PO/Sub/261/5213/denim rebel;125044CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;39900;1;0;0;39900;668400;668400;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122919CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;37900;36;0;0;1364400;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122921CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;42900;39;0;0;1673100;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122922CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;42900;57;0;0;2445300;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122923CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;42900;26;0;0;1115400;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122924CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;37900;1;0;0;37900;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122925CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;37900;2;0;0;75800;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122927CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;42900;1;0;0;42900;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122928CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;42900;1;0;0;42900;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125024CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;39900;3;0;0;119700;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125025CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;39900;16;0;0;638400;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125028CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;44900;15;0;0;673500;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125029CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;44900;8;0;0;359200;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122918CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;37900;23;0;0;871700;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;122920CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;37900;37;0;0;1402300;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125026CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;39900;6;0;0;239400;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5208/cargo denim;125027CLJ;Kidsmate Cargo Denim Baggy;Mulyo Siswanto;44900;4;0;0;179600;11281500;11281500;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123433CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;38900;217;0;0;8441300;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123434CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;38900;261;0;0;10152900;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123435CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;38900;128;0;0;4979200;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123436CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;42;0;0;1843800;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123437CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;121;0;0;5311900;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5206/baggy jeans;123438CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;95;0;0;4170500;34899600;34899600;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124653CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39900;23;0;0;917700;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124654CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39900;40;0;0;1596000;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124655CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44900;17;0;0;763300;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124656CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44900;12;0;0;538800;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124657CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44900;14;0;0;628600;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;123440CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;38900;4;0;0;155600;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;123441CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;38900;2;0;0;77800;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;123442CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;3;0;0;131700;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;123443CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;1;0;0;43900;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;123444CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;43900;8;0;0;351200;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5209/baggy jeans;124652CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39900;28;0;0;1117200;6321800;6321800;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;115541CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;31400;7;0;0;219800;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;115542CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;31400;14;0;0;439600;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;116080CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;32900;16;0;0;526400;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;120428CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;32900;6;0;0;197400;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;115543CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;31400;18;0;0;565200;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5210/jeans cargo anak;120427CSJ;Kidsmate Celana Jeans Cargo Anak;Mulyo Siswanto;32900;9;0;0;296100;2244500;2244500;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113097CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;36900;23;0;0;848700;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113098CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;36900;2;0;0;73800;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113100CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;41900;3;0;0;125700;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;117633CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;41900;10;0;0;419000;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113093CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;36900;21;0;0;774900;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113094CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;36900;3;0;0;110700;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113095CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;36900;7;0;0;258300;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;113096CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;41900;7;0;0;293300;3113900;3113900;Pusat
06-Jan-26;PO/Sub/261/5212/basic skinny;117631CLJ;Kidsmate Celana Jeans Basic Skinny;Mulyo Siswanto;41900;5;0;0;209500;3113900;3113900;Pusat
06-Jan-26;PO-000005678;#6682P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6683P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6684P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6685P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6686P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;7;0;0;199500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6687P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6688P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6689P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6690P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6691P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6692P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6693P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;7;0;0;199500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6694P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6695P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6696P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6697P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6698P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;5;0;0;142500;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6699P;Atasan Polo Lakos Baseball KOI;TeeKids;28500;6;0;0;171000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6700P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6701P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6702P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6703P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6704P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6705P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;9;0;0;279000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6706P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;9;0;0;279000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6707P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;9;0;0;279000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6708P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;9;0;0;279000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6709P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;9;0;0;279000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6710P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO-000005678;#6711P;Atasan Polo Lakos Baseball KOI;TeeKids;31000;8;0;0;248000;6009500;6009500;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117211;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;37900;10;0;0;379000;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117212;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;37900;12;0;0;454800;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117213;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;37900;10;0;0;379000;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117214;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;42900;7;0;0;300300;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117699;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;42900;6;0;0;257400;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5207/dark smokie;117700;Celana Jeans Dark Smokie Kidsmate;Mulyo Siswanto;42900;8;0;0;343200;2113700;2113700;Pusat
06-Jan-26;PO/Sub/261/5211/baggy jeans;124689CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44900;2;0;0;89800;134700;134700;Pusat
06-Jan-26;PO/Sub/261/5211/baggy jeans;124690CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44900;1;0;0;44900;134700;134700;Pusat
